shop,title,price,old_price,discount,date_start,date_end,additional_info,img
maxima,"Varškės sūrelis WELL DONE*, 3 rūšių, 7,2–7,9 % rieb., 2 vnt. × 100 g",1.39,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d521250.png
maxima,"Glaistytas desertas MIO & RIO*, 6 rūšių, 23 % rieb., 3 vnt. × 35 g",0.59,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75ed93be5.png
maxima,"Glaistytas varškės sūrelis su kolagenu WELL DONE*, 3 rūšių, 14,2–14,4 % rieb., 40 g",0.39,0.55,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddaf58397.png
maxima,"Grūdėta varškė PIENO ŽVAIGŽDĖS*, 7 % rieb., 350 g",2.19,2.89,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddaf401a0.png
maxima,"Varškė GRAIKIŠKA AMFORA*, 3 rūšių, 0,8 % rieb., 200 g",1.19,1.65,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddaf29921.png
maxima,Ekologiškiems pieno produktams AUGA*,,,-20%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddaed822d.png
maxima,Produkcijai ALPRO*,,,-30%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddaeee4b7.png
maxima,"Valgomasis jogurtas be laktozės WELL DONE*, 2,5 % rieb., 400 g",1.29,1.59,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddafdf05e.png
maxima,"Pasterizuotas pienas be laktozės WELL DONE*, 2,5 % rieb., 1 l",1.15,1.35,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddafb2d0b.png
maxima,"Varškė be laktozės WELL DONE*, 9 % rieb., 180 g",1.29,1.55,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb0a5720.png
maxima,"UAT pienas be laktozės WELL DONE*, 3,2 % rieb., 1 l",0.99,1.25,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb124753.png
maxima,"Sviestas be laktozės WELL DONE*, 82 % rieb., 200 g",2.19,2.49,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb153c55.png
maxima,"Pieno gėrimas MULLERMILCH PROTEIN*, 2 rūšių, 1,5 % rieb., 400 g",1.89,2.69,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddb0bb9bf.png
maxima,Pieno produktams VALIO PROFEEL*,,,-20%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb0d11c8.png
maxima,"Baltyminis kefyro gėrimas GRAIKIŠKA AMFORA*, 2 % rieb., 500 g",1.59,1.85,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb10d452.png
